model_id,alias,precision,time_s,energy_kwh,co2_kg,tokens_out,ram_GB,vram_alloc_GB,vram_reserved_GB,ppl,bleu,notes,kg_per_kwh
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,r1q15b,fp16,51.01017618179321,0.0014697464776095555,0.0006652377899600738,96,2.716827392578125,3.318995952606201,3.42578125,212.92872037632063,12.974740651199438,"GPU=NVIDIA A100-SXM4-40GB, VRAM=39.6 GB",0.4526207751435054
