model_id,alias,precision,time_s,energy_kwh,co2_kg,steady_time_s,steady_energy_kwh,steady_co2_kg,kg_per_kwh,tokens_out,ppl,bleu,ram_GB,vram_alloc_GB,vram_reserved_GB,notes
bigscience/bloom-3b,b3b,"fp16 (eager, compile=False)",45.777769804000854,0.001467866985408757,0.0004796154540319148,12.15649676322937,0.000451385054103757,1.0730409663289945e-06,0.3267431305421426,96,222.80709619445233,10.054131418092496,3.2514495849609375,5.60161018371582,6.798828125,attn=eager; compile=False; pinned=True; nb=True; MAX_LEN_CAP=256
bigscience/bloom-560m,b560,"fp16 (eager, compile=False)",48.22648859024048,0.0014428478967705737,0.00015969769300531021,37.3755156993866,0.0011347139732828739,1.4633480103956028e-05,0.11068227868145386,96,316.3700964692512,5.069541620834322,2.6215476989746094,1.0495529174804688,1.0625,attn=eager; compile=False; pinned=True; nb=True; MAX_LEN_CAP=256
