model_id,alias,backend,precision,time_s,energy_kwh,co2_kg,kg_per_kwh,tokens_out,ppl,bleu,ram_GB,vram_alloc_GB,vram_reserved_GB,notes
bigscience/bloom-3b,b3b,hf_eager,fp16,43.78797245025635,0.0013862326726649737,0.000370986360323974,0.2676220000000205,96,238.53213234043517,10.054131418092496,5.153816223144531,5.60161018371582,6.798828125,MAX_LEN_CAP=128; pinned=True; nb=True
bigscience/bloom-3b,b3b,ort_cuda(exported),fp16,369.11120986938477,0.012880762411606,0.0034471753981188845,0.2676220000000049,96,238.42420573770846,10.092805004755276,17.829635620117188,0.0079345703125,0.01953125,MAX_LEN_CAP=128; pinned=True; nb=True
bigscience/bloom-560m,b560,hf_eager,fp16,37.042502880096436,0.0010867530577426973,0.0002908390268192586,0.26762200000003905,96,341.2619739573172,5.069541620834322,2.840423583984375,1.0495529174804688,1.0625,MAX_LEN_CAP=128; pinned=True; nb=True
bigscience/bloom-560m,b560,ort_cuda(exported),fp16,143.14822912216187,0.004800941945764022,0.0012848376854093081,0.2676220000000102,96,339.79854915124076,3.7847130824803177,5.539798736572266,0.0079345703125,0.01953125,MAX_LEN_CAP=128; pinned=True; nb=True
